Timestamp,How old are you?,Industry,Job title,Additional context on job title,Annual salary,Other monetary comp,Currency,Currency - other,Additional context on income,Country,State,City,Overall years of professional experience,Years of experience in field,Highest level of education completed,Gender,Race
4/27/2021 11:17,25-34,"Marketing, Advertising & PR",Marketing Automation Developer,,"87,500",0,CAD,,,Canada,,Toronto,8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 11:17,45-54,Government and Public Administration,Administration,,"55,785",,USD,,,US,Minnesota,St. Paul,21 - 30 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:17,25-34,"Accounting, Banking & Finance",Risk Analyst,,"62,500",25000,GBP,,,England,,London,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:17,35-44,Education (Higher Education),Academic Advisor,,"52,000",,USD,,,USA,North Carolina,Charlotte,11 - 20 years,8 - 10 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White"
4/27/2021 11:17,25-34,Sales,Sales Manager,,"212,000",0,USD,,,U.S.,Michigan,Southfield,8 - 10 years,8 - 10 years,College degree,Man,White
4/27/2021 11:17,25-34,Education (Higher Education),Associate Director,I manage two graduate programs,"90,000",0,USD,,,United States,New York,New York,8 - 10 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:17,35-44,Nonprofits,Technology Coordinator,,"40,000",0,USD,,,USA,Rhode Island,Westerly,8 - 10 years,8 - 10 years,Master's degree,Man,White
4/27/2021 11:17,25-34,Media & Digital,Managing Editor,,61,0,USD,,,United States,Maryland,Bethesda,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:17,35-44,Computing or Tech,Level 1 Support,Elementary School District,"40,000",0,USD,,,USA,Illinois,Chicago,8 - 10 years,8 - 10 years,College degree,Man,White
4/27/2021 11:17,25-34,Computing or Tech,Project manager ,Running web build projects in a digital agency,"32,000",500,GBP,,Bonus is variable depending on company growth,England ,,Leeds,5-7 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:17,35-44,Education (Primary/Secondary),School Librarian,,"56,000",0,USD,,,USA,Georgia,Atlanta,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:17,25-34,International development (multilateral donor),Urban Specialist,,"111,360",41363,USD,,"Salary is on a net basis, extra compensation is a quarterly top-up to cover income taxes",United States,District of Columbia,Washington,8 - 10 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:17,45-54,Government and Public Administration,Regional Manager,,"116,000",0,USD,,,U.S.A.,California,Orange,21 - 30 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:18,25-34,Computing or Tech,Software Developer and Consultant,,"93,800",4200,USD,,,USA,Nebraska,Lincoln,5-7 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:18,35-44,Nonprofits,Administrative assistant ,,"45,000",500,USD,,,USA,Georgia,Gainesville,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:18,35-44,Nonprofits,Advisor,,"103,000",5000,USD,,,USA,District of Columbia,"Washington, DC",11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:18,45-54,Education (Primary/Secondary),Library Director ,Librarian at K-8 school,"92,000",2000,USD,,,US,,New York City,11 - 20 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:18,35-44,Libraries,Information Professional (Librarian),,"38,000",,USD,,,USA,Florida,Tallahassee,8 - 10 years,5-7 years,Master's degree,Woman,Another option not listed here or prefer not to answer
4/27/2021 11:18,45-54,Computing or Tech,Senior IT program delivery manager,,"175,000",20000,USD,,,United states,Texas,Plano,21 - 30 years,21 - 30 years,College degree,Man,White
4/27/2021 11:18,55-64,Engineering or Manufacturing,Trade Compliance Lead,Export licensing,"92,000",0,USD,,,United States,New York,Rochester,21 - 30 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:18,35-44,Education (Higher Education),Assistant Professor of History,,"70,000",0,USD,,,United States,Texas,San Antonio,11 - 20 years,11 - 20 years,PhD,Woman,White
4/27/2021 11:18,25-34,Government and Public Administration,Senior Analyst,,"85,000",8000,CAD,,,Canada,,Ottawa,11 - 20 years,1 year or less,Master's degree,Woman,White
4/27/2021 11:18,25-34,Engineering or Manufacturing,Product Development Specialist,,"51,000",2000,USD,,,US,South Carolina,Greenville,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:18,35-44,Health care,Embryologist,,"64,854",300,USD,,,USA,South Dakota,Sioux Falls,8 - 10 years,2 - 4 years,PhD,Woman,White
4/27/2021 11:18,35-44,Nonprofits,Director of Finance and Administration,I also serve as the de facto HR department for my company. ,"82,650",5453,USD,,"Plus discretionary annual bonus (2020 had zero bonuses due to pandemic, so did not include here - in the past bonuses were around $3000)",US,New York,New York,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:18,25-34,project management ,project coordinator ,,"60,000",4000,USD,,,USA,Washington,Seattle,11 - 20 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:18,25-34,Education (Higher Education),Assistant Professor,,"124,000",1000,CAD,,,Canada,,Mississauga,5-7 years,5-7 years,PhD,Man,White
4/27/2021 11:18,25-34,Media & Digital,eComm Merchandiser,,"45,000",2000,EUR,,,Ireland,,No city,8 - 10 years,5-7 years,Some college,Woman,White
4/27/2021 11:18,25-34,Education (Higher Education),Associate Director,"I work at a top business school, which has higher salaries ","102,500",0,USD,,,USA,New Hampshire,Hanover,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:18,35-44,Education (Higher Education),Associate Registrar,,"100,000",,USD,,,United States,,Boulder,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:18,25-34,Nonprofits,Program and Development Coordinator,,"51,000",0,USD,,,United States,Kansas,Wichita,2 - 4 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:18,18-24,Media & Digital,Associate Publicist,,"45,000",,USD,,,USA,New York,New York,2 - 4 years,1 year or less,College degree,Woman,White
4/27/2021 11:18,35-44,Nonprofits,Director of Development and Communications,,"100,000",0,USD,,,United States,California,"San Jose, CA",11 - 20 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:18,25-34,Transport or Logistics,Fulfillment Supervisor,"In-house logistics to high value accounts. Company makes tea pots, we ensure the tea pots make it to Target, etc. Two direct reports. ","53,000",0,USD,,,United States,Illinois,Suburban Chicago,2 - 4 years,2 - 4 years,College degree,Man,White
4/27/2021 11:18,25-34,Nonprofits,VP of Communication,,"95,000",0,USD,,,USA,New York,New York,8 - 10 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:18,45-54,"Accounting, Banking & Finance",Senior Manager,"Manage people, clients and work","100,962",0,CAD,,,Canada,,London,21 - 30 years,11 - 20 years,Some college,Woman,White
4/27/2021 11:18,25-34,Engineering or Manufacturing,Parts Quality Engineer,same as Supplier Quality Engineer,"82,000",3000,USD,,,USA,Tennessee,Decherd,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:18,18-24,Media & Digital,Account manager,Healthcare specific,"36,000",0,GBP,,,UK,,London,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:18,65 or over,Apparel manufacture,EDI Manager,,"66,000",0,USD,,,US,New York,New York ,41 years or more,31 - 40 years,Master's degree,Woman,White
4/27/2021 11:18,25-34,auto repair,office manager,,"56,000",,USD,,,united states of america,California,san rafael,8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 11:18,35-44,Recruitment or HR,HR Manager/Accounts Payable,,"53,500",0,USD,0,,US,Minnesota,Minneapolis,11 - 20 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:18,25-34,Transport or Logistics,North American Service Quality Manager,"I own repair quality metrics and improvement efforts for a service network spanning two countries, 180 locations, and over 2,000 technicians. ","91,000",10920,USD,,,United States of America,Texas,Dallas,8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 11:18,25-34,Nonprofits,Sr. Document Control Specialist,,"51,796",1848,USD,,,United States,Arizona,Phoenix,8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 11:18,25-34,Insurance,Service Representative II,I process applications & answer questions from the people making the sales across the US.,"40,000",2675,USD,,This is my first year at the job and I don't officially know my bonus award amount yet.,United States,Wisconsin,Franklin,8 - 10 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:18,35-44,Computing or Tech,Senior Product Manager,"Managing digital products, like websites and data services","85,000",10000,GBP,,,United Kingdom,,London,11 - 20 years,5-7 years,College degree,Woman,White
4/27/2021 11:18,25-34,"Accounting, Banking & Finance",Vice President Advisor Escalations,My team facilitates escalated issues for Financial Advisors,"100,000",15000,USD,,,United States,Illinois,Chicago,11 - 20 years,2 - 4 years,Some college,Woman,Black or African American
4/27/2021 11:18,45-54,"Accounting, Banking & Finance",Managing director,,"390,000",250000,USD,,,United states,Michigan,Detroit,31 - 40 years,31 - 40 years,Master's degree,Man,White
4/27/2021 11:18,45-54,Education (Higher Education),admissions communications,,"50,000",0,USD,,,United States,Georgia,atlanta,21 - 30 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:18,25-34,Health care,Program Manager,,"120,000",12000,USD,,,United States,California,Los Angeles,5-7 years,5-7 years,Master's degree,Woman,"Asian or Asian American, White"
4/27/2021 11:18,25-34,Business or Consulting,Senior Consultant,,"140,400",10000,USD,,,United States,Indiana,Indianapolis,11 - 20 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:18,25-34,Recruitment or HR,Technical Recruiter,IT staffing,"80,000",20000,USD,,,US,New York,NYC,5-7 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:18,35-44,"Accounting, Banking & Finance",Client Admin Team Manager,Employee Share Plans Administration Team Manager,"62,000",3000,GBP,,,Uk,,Croydon,21 - 30 years,11 - 20 years,High School,Woman,White
4/27/2021 11:18,35-44,Insurance,account manager,Employee health and benefits,"46,000",1000,USD,,,USA,Kentucky,Lexington,8 - 10 years,1 year or less,Some college,Woman,White
4/27/2021 11:18,45-54,Health care,Executive Assistant,,"95,000",14000,USD,,,United States,California,Sunnyvale,21 - 30 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:18,45-54,Property or Construction,Accounts Payable,,"55,000",0,USD,,,United States,Pennsylvania,Greater Philadelphia area,31 - 40 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:18,35-44,Health care,Client Relationship Manager ,,"32,500",3000,GBP,,,United Kingdom ,,Glasgow ,8 - 10 years,5-7 years,High School,Woman,White
4/27/2021 11:18,25-34,Agriculture or Forestry,Digital Product Manager,,"130,000",18000,USD,,,Canada,,Remote,8 - 10 years,5-7 years,College degree,Man,White
4/27/2021 11:18,25-34,Life Sciences,Lab Technician,,"50,000",0,USD,,,U.S.,Massachusetts,Boston,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:18,25-34,Nonprofits,Associate (consultant),,"65,000",0,USD,,,United States,Pennsylvania,Philadelphia suburbs ,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:18,25-34,Computing or Tech,Product Owner,,"103,000",6000,USD,,I take side contracts ranging from 70-125 per hr - This is not included in my salary calculations ,US,Georgia,Atlanta,8 - 10 years,8 - 10 years,College degree,Woman,Black or African American
4/27/2021 11:18,25-34,Law,Real Estate Law Clerk,,"54,500",0,CAD,,,Canada,,"Ottawa, Ontario",8 - 10 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:18,25-34,Computing or Tech,Operations Engineer,,"81,000",0,USD,,,United States of America,Texas,Austin,8 - 10 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:18,65 or over,Education (Higher Education),Manager Library/Tutoring,,"95,325",0,USD,,,United States,Wisconsin,Madison,41 years or more,41 years or more,Master's degree,Woman,White
4/27/2021 11:18,55-64,pharma / medical device design and manufacturing,Sr. Director,,"188,000",100000,USD,,,USA,California,Orange,41 years or more,31 - 40 years,Master's degree,Woman,White
4/27/2021 11:18,45-54,Computing or Tech,Program Manager III,Like a project manager but with a portfolio of projects,"136,000",,USD,,contractor,USA,Colorado,Denver Metro Area,11 - 20 years,8 - 10 years,College degree,Woman,"Black or African American, Middle Eastern or Northern African, Native American or Alaska Native, White"
4/27/2021 11:18,45-54,Education (Higher Education),professor,,"110,000",10000,USD,,,usa,Illinois,chicago,11 - 20 years,11 - 20 years,PhD,Woman,White
4/27/2021 11:18,25-34,Chemical Manufacturing,Sr. Quality Lab Technician,,"47,902",12100,USD,,,US,South Carolina,Chester,11 - 20 years,8 - 10 years,College degree,Woman,"White, Another option not listed here or prefer not to answer"
4/27/2021 11:18,35-44,Sales,Go-To-Market Strategist,,"101,000",10000,USD,,,USA,Michigan,Detroit,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:18,35-44,Education (Higher Education),Department Manager,,"83,200",0,USD,,,USA,Wisconsin,Madison,21 - 30 years,8 - 10 years,Some college,Woman,White
4/27/2021 11:18,25-34,Health care,Clinical Evaluation Manager,Regulatory affairs,"4,400",0,GBP,,We do recieve an annual bonus but it's a percentage of salary (3%) so I couldn't write it above,UK,,Reading,11 - 20 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:18,25-34,Insurance,Consulting actuary,Independent self owned consulting firm,"350,000",0,USD,,,USA,,Seattle,5-7 years,5-7 years,College degree,Non-binary,White
4/27/2021 11:18,55-64,Editor in educational publishing,Editor,,"49,000",0,USD,,,US,Illinois,Chicago,21 - 30 years,11 - 20 years,Some college,Woman,White
4/27/2021 11:18,35-44,Health care,Project Manager,,"200,000",,USD,,,USA,,Minneapolis,8 - 10 years,8 - 10 years,College degree,Man,Another option not listed here or prefer not to answer
4/27/2021 11:18,35-44,Retail,Assistant Manager,Course materials manager at a college bookstore,"29,000",0,USD,,,United States,New York,"Plattsburgh, NY",5-7 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:19,25-34,Retail,Brand Ambassador/Sales Associate,,"27,289",,USD,,Retail income in my state is not usually more than 50 cents above minimum wage with experience,United States,Oregon,Tigard,5-7 years,5-7 years,High School,Woman,White
4/27/2021 11:19,25-34,Government and Public Administration,Instructional Systems Designer,,"78,000",3500,USD,,,USA,Maryland,Rockville,5-7 years,5-7 years,College degree,Woman,"Asian or Asian American, White"
4/27/2021 11:19,25-34,Computing or Tech,Software Engineer 2,,"97,000",5000,USD,,,USA,Illinois,Chicago,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:19,25-34,"Accounting, Banking & Finance",Staff Accountant,,"62,500",1000,USD,,,United States,Massachusetts,Medford,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:19,35-44,Government and Public Administration,Library Supervisor,,"72,500",,USD,,,US,Pennsylvania,Philadelphia,11 - 20 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:19,35-44,Nonprofits,Director of Special Events,,"107,000",3000,USD,,,US,New York,New York,21 - 30 years,11 - 20 years,College degree,Woman,"White, Another option not listed here or prefer not to answer"
4/27/2021 11:19,35-44,Retail,Store Manager,,"32,448",5000,USD,,,United States,Colorado,Center,21 - 30 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
4/27/2021 11:19,45-54,Computing or Tech,OPerations Manager,,"93,000",5000,USD,,Small tech company - less than 50 employees,United States,South Carolina,Beaufort,21 - 30 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:19,55-64,Education (Primary/Secondary),Middle School Principal,public charter school ,"60,000",1000,USD,,,USA,Colorado,Fort Collins,31 - 40 years,31 - 40 years,Master's degree,Woman,White
4/27/2021 11:19,45-54,Education (Higher Education),Associate Director,,"75,000",0,USD,,,US,Virginia,Manassas,21 - 30 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:19,25-34,Art & Design,Art Coordinator,Managing the art collection and developing accompanying programming in a senior living facility.,"31,200",,USD,,,United States,Michigan,Ann Arbor,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:19,35-44,Business or Consulting,Administrative Assistant,,"48,410",,CAD,,,Canada,,Vancouver,11 - 20 years,8 - 10 years,College degree,Woman,"Black or African American, Native American or Alaska Native, White"
4/27/2021 11:19,25-34,"Accounting, Banking & Finance",Registered operations specialist,"I specialize in retail investment account opening for trusts, businesses, and estates","56,000",3000,USD,,I am hourly and get overtime,USA,Maryland,Baltimore suburbs,8 - 10 years,2 - 4 years,College degree,Non-binary,White
4/27/2021 11:19,25-34,Government and Public Administration,Higher executive officer,,"50,000",,EUR,,,Ireland ,,Dublin,8 - 10 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:19,25-34,Business or Consulting,Operations Manager,"Business development, writing, event production, plus general ops support","66,000",,USD,,,US,District of Columbia,Washington,5-7 years,2 - 4 years,College degree,Non-binary,White
4/27/2021 11:19,35-44,Computing or Tech,Systems Analyst,,"74,200",0,USD,,,United States,Kentucky,Louisville,11 - 20 years,8 - 10 years,Some college,Woman,White
4/27/2021 11:19,25-34,Government and Public Administration,Senior Program Analyst,,"122,540",,USD,,,USA,District of Columbia,Washington,8 - 10 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:19,35-44,Government and Public Administration,Librarian,,"60,000",0,USD,,,United States,Florida,Tampa,11 - 20 years,11 - 20 years,Master's degree,Man,White
4/27/2021 11:19,45-54,Education (Higher Education),Program Manager for Graduate Career Services,,"59,000",0,USD,,,United States,Colorado,Boulder,11 - 20 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:19,45-54,Education (Higher Education),Manager,Career Development Centre,"75,603",,USD,,"Salary only, not including pension",Canada,,Calgary,21 - 30 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:19,25-34,"Accounting, Banking & Finance",Senior investor relations analyst ,,"115,000",5000,USD,,,United States ,Illinois,Chicago,8 - 10 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:19,25-34,Computing or Tech,Sr. Director of Marketing,,"175,000",80000,USD,,"Of the $80K extra, 35K is bonus and the rest is vesting RSUs.",United States,District of Columbia,Washington,11 - 20 years,11 - 20 years,,Woman,White
4/27/2021 11:19,55-64,Health care,Physician,home visits,"180,000",40000,USD,,,US,Pennsylvania,Allentown,31 - 40 years,31 - 40 years,PhD,Woman,White
4/27/2021 11:19,25-34,Computing or Tech,Senior Program Manager,,"150,000",5000,USD,,,United States,California,San Francisco,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:19,35-44,Government and Public Administration,Environmental Scientist,,"68,000",0,USD,,,US,New Mexico,Albuquerque,11 - 20 years,11 - 20 years,Master's degree,Woman,"Asian or Asian American, White"
4/27/2021 11:19,25-34,Nonprofits,Accounts Manager,,"48,925",100,USD,,,USA,Rhode Island,Providence,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:19,45-54,Agriculture or Forestry,Stewardship Forester,Not yet credentialed by the association; salary is lower than usual for the position,"58,303",400,CAD,,,Canada,,Prince George,11 - 20 years,2 - 4 years,Some college,Non-binary,White
4/27/2021 11:19,35-44,Transport or Logistics,Training Coordinator ,Training users on software ,"58,195",5000,USD,,,USA,New Hampshire,Manchester ,11 - 20 years,5-7 years,College degree,Woman,White
4/27/2021 11:19,35-44,Property or Construction,Controller,,"118,360",5000,USD,,,United States,Florida,Orlando,21 - 30 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:19,18-24,Health care,Receptionist,,"52,000",,USD,,,USA,Massachusetts,Boston,2 - 4 years,1 year or less,College degree,Woman,White
4/27/2021 11:19,25-34,Nonprofits,Evaluation Lead,Program evaluation,"57,000",0,CAD,,,Canada,,Toronto,2 - 4 years,1 year or less,PhD,Woman,White
4/27/2021 11:19,25-34,trade association/membership,member engagement associate,,"65,100",2000,USD,,,USA,District of Columbia,Washington,8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 11:19,25-34,Media & Digital,Social Media Editor,,"75,000",0,USD,,,United States,New York,New York,5-7 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:19,25-34,Engineering or Manufacturing,Flight Operations Engineer,Satellite operations ,"88,400",,USD,,,United States,Maryland,Greenbelt,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:19,45-54,Business or Consulting,Department Specialist,I work in the grocery industry but in the office.,"48,000",,USD,,Before taxes,USA,Minnesota,Minnespolis,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:19,45-54,Art & Design,graphic design,,"46,300",,USD,,,USA,Nevada,las vegas,21 - 30 years,21 - 30 years,College degree,Woman,White
4/27/2021 11:19,45-54,Education (Higher Education),Contract Manager,,"105,000",3150,USD,,,United States,New Jersey,Princeton,11 - 20 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:19,35-44,Insurance,Claims Administration Manager,,"78,998",,USD,,,United States,Michigan,Grand Rapids,11 - 20 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:19,45-54,Nonprofits,Engagement & Operations Manager,,"60,000",2000,USD,,,USA,Delaware,Wilmington,21 - 30 years,5-7 years,Some college,Woman,White
4/27/2021 11:19,35-44,"Accounting, Banking & Finance",Lending Officer,"Deals with policy, making sure lending requirements are being followed and helps with change implementation (works specifically with mortgage lending)","96,000",19200,USD,,,US,Minnesota,Minneapolis ,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:19,35-44,Health care,Psychiatric Nurse Practitioner,,"140,000",,USD,,,USA,Maryland,Baltimore,8 - 10 years,2 - 4 years,Master's degree,Woman,Asian or Asian American
4/27/2021 11:19,55-64,Education (Higher Education),Laboratory Manager,,"50,000",0,USD,,,USA,Virginia,Roanoke,21 - 30 years,21 - 30 years,Master's degree,Woman,White
4/27/2021 11:19,35-44,Education (Higher Education),Senior research assistant,"It's a glorified postdoc (research and some teaching, fixed-term) at a prestigious European university.","110,000",0,CHF,,,Switzerland,,Zurich,8 - 10 years,8 - 10 years,PhD,Woman,White
4/27/2021 11:19,35-44,"Accounting, Banking & Finance",Benefits Specialist,,"58,344",0,USD,,,USA,New York,Poughkeepsie,11 - 20 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:19,25-34,Education (Higher Education),Learning and Retention Specialist,Co-running a tutoring center,"50,000",0,USD,,,USA,Illinois,Greater Chicago ,5-7 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:19,35-44,Government and Public Administration,Senior Project Manager,,"120,000",0,USD,,,US,Minnesota,Minneapolis,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:19,25-34,Education (Primary/Secondary),Private tutor and nanny,,"70,000",,USD,,,USA,,Portland,8 - 10 years,2 - 4 years,Some college,Woman,White
4/27/2021 11:19,25-34,Computing or Tech,Product Manager,,"70,000",5000,USD,,,United States,New York,Brooklyn,5-7 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:19,18-24,Food service,Cashier/back-end food prep,,"18,720",,USD,,"I’m part time, so I make even less than that",US,Florida,Tallahassee,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:19,45-54,Transport or Logistics,IT Manager,,"90,000",7500,USD,,,United States,Texas,Houston,11 - 20 years,11 - 20 years,Master's degree,Man,Asian or Asian American
4/27/2021 11:19,25-34,Government and Public Administration,Analyst,,"87,000",,USD,,,United States,,"Washington, District of Columbia ",5-7 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:19,25-34,Education (Primary/Secondary),HR Generalist,,"64,000",6000,USD,,,US,New York,Albany-Schenectady-Troy Metro Area,11 - 20 years,8 - 10 years,Master's degree,Woman,Another option not listed here or prefer not to answer
4/27/2021 11:19,35-44,Education (Higher Education),Assistant professor,"Humanities, private R2 ","70,000",,USD,,,USA,Wisconsin,Milwaukee,11 - 20 years,5-7 years,,,White
4/27/2021 11:19,35-44,Government and Public Administration,Foreign Affairs Officer,Working Level Policy Person in US Government,"114,059",,USD,,US government salaries vary by locality,USA,District of Columbia,Washington ,8 - 10 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:20,35-44,Computing or Tech,Client Success Manager,,"95,000",,USD,,,United States,Illinois,Chicago,11 - 20 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:20,25-34,Education (Primary/Secondary),Teacher,,"67,000",,USD,,"I have a masters degree and an Education Specialist degree, which each bumped me to a higher step in the salary schedule.",United States,Georgia,Northwest Georgia,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:20,35-44,Nonprofits,Director of Coroprate Relations,"front-line fundraising, all kinds of corporate giving. Pre-covid had 1 direct report.","69,000",0,USD,,"Was in the low 70s, but got a pay cut under Covid (I work for a live entertainment producer, so...covid's been bad).  And I think my pay is a bit low relative to other comparable jobs in the city, because arts & culture nonprofit workers tend to self-select into that industry.",USA,District of Columbia,Washington,11 - 20 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:20,25-34,Social Work,Elementary school social worker ,,"55,000",5000,USD,,The extra money is reimbursement for clinical supervision ,United States,Texas,Austin,2 - 4 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:20,35-44,Computing or Tech,Business Analyst III,,"75,000",1000,USD,,,United States,Florida,Jacksonville,11 - 20 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:20,45-54,"Marketing, Advertising & PR",Copy Editor & Writer,,"77,230",0,USD,,,U.S.,Texas,Dallas,21 - 30 years,21 - 30 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
4/27/2021 11:20,35-44,Work-Study,Student Worker,,"16,000",0,USD,,"Only 20 hours during the semester, 40 over the summer, currently furloughed and making $0",USA,Pennsylvania,Philadelphia,11 - 20 years,2 - 4 years,College degree,Non-binary,White
4/27/2021 11:20,25-34,Education (Primary/Secondary),Speech-Language Pathologist,,"44,000",,USD,,,United States of America,New Hampshire,Plymouth,2 - 4 years,1 year or less,Master's degree,Woman,White
4/27/2021 11:20,18-24,"Accounting, Banking & Finance",Mortgage Processor,Call agent for a consumer reporting agency; update credit reports for mortgage lending decisions. ,"33,280",1920,USD,,,United States of America,Pennsylvania,Pittsburgh,5-7 years,1 year or less,College degree,Non-binary,"Asian or Asian American, White"
4/27/2021 11:20,25-34,Public Library,Library Director,,"55,000",,USD,,,United States,Pennsylvania,Pittsburgh,8 - 10 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:20,45-54,Law,Supervisor,,"65,000",2700,USD,,,United States,District of Columbia,"Washington, DC",11 - 20 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:20,35-44,Science,Senior Chemist,Bench chemist working in a lab,"65,364",0,USD,,,USA,Tennessee,Memphis,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:20,25-34,Learning & Development,Content Development Manager,,"68,000",0,USD,,,U.S.,Illinois,Evanston,8 - 10 years,8 - 10 years,PhD,Woman,White
4/27/2021 11:20,25-34,Nonprofits,Development Director,,"108,000",0,USD,,,United States,Massachusetts,Boston,8 - 10 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:20,55-64,Training,Instructional Systems Designer,,"88,700",7500,CAD,,,Canada,,Montreal,31 - 40 years,21 - 30 years,College degree,Man,White
4/27/2021 11:20,35-44,Transport or Logistics,Systems Analyst,,"68,000",,USD,,,United States,Ohio,Cincinnati,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:20,35-44,Engineering or Manufacturing,Manufacturing Planner,,"70,000",6000,CAD,,"Additional monetary compensation - matching RSP, bonuses, OT (OT very variable per year/season)",Canada,,Northern B.C.,11 - 20 years,2 - 4 years,Some college,Woman,White
4/27/2021 11:20,25-34,Education (Higher Education),Research Development Coordinator,,"45,000",,USD,,,United States,Tennessee,Knoxville,5-7 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:20,25-34,Media & Digital,Associate Editor,,"72,000",0,USD,,,US,New York,NYC,5-7 years,5-7 years,PhD,Woman,White
4/27/2021 11:20,25-34,"Marketing, Advertising & PR",Digital Marketing Coordinator,,"45,000",2000,USD,,,United States,Illinois,Chicago,5-7 years,5-7 years,College degree,Woman,White
