id,Name,Minimum players,Maximum players,Average game time,Year released,Mechanics,Category,Designer,More info URL
4636,Empire of the Rising Sun,2.0,6.0,240.0,1995.0,"Dice Rolling, Hex-and-Counter","Wargame, World War II","Tor Abrahamsen, Dave Casper, Bruce Harper",https://boardgamegeek.com/boardgame/5034/empire-rising-sun
4637,Career Poker,4.0,8.0,60.0,1988.0,Trick-taking,Card Game,"Klaus Grähnke, Brian Walker",https://boardgamegeek.com/boardgame/602/career-poker
4638,Gwent: Nilfgaard and Northern Realms,2.0,2.0,30.0,2016.0,Hand Management,"Card Game, Collectible Components, Video Game Theme",CD Projekt,https://boardgamegeek.com/boardgame/209530/gwent-nilfgaard-and-northern-realms
4639,Monster Trap,2.0,4.0,20.0,2011.0,Partnerships,"Action / Dexterity, Children's Game","Inka Brand, Markus Brand",https://boardgamegeek.com/boardgame/98122/monster-trap
4640,Wings of Glory: WW2 Rules and Accessories Pack,2.0,99.0,45.0,2013.0,"Simulation, Simultaneous Action Selection","Aviation / Flight, Card Game, Expansion for Base-game, Miniatures, Wargame, World War II","Andrea Angiolino, Pier Giorgio Paglia",https://boardgamegeek.com/boardgame/131183/wings-glory-ww2-rules-and-accessories-pack
4641,Centauri Saga,1.0,4.0,90.0,2016.0,"Area Movement, Co-operative Play, Dice Rolling, Hand Management, Modular Board","Adventure, Science Fiction, Space Exploration",Constantine Kevorque,https://boardgamegeek.com/boardgame/170223/centauri-saga
4642,Tier auf Tier: Jetzt geht's rund!,2.0,4.0,15.0,2012.0,none,"Action / Dexterity, Animals, Children's Game","Klaus Miltenberger, Kristin Mückel",https://boardgamegeek.com/boardgame/119464/tier-auf-tier-jetzt-gehts-rund
4643,Gold am Orinoko,2.0,4.0,20.0,2013.0,Dice Rolling,Children's Game,Bernhard Weber,https://boardgamegeek.com/boardgame/137480/gold-am-orinoko
4644,King's Pouch,2.0,4.0,60.0,2014.0,"Area Control / Area Influence, Deck / Pool Building, Worker Placement","City Building, Medieval, Territory Building",Keewoong Kim,https://boardgamegeek.com/boardgame/164205/kings-pouch
4645,Hyle,2.0,2.0,45.0,1979.0,"Grid Movement, Pattern Building, Tile Placement, Variable Player Powers",Abstract Strategy,Eric Solomon,https://boardgamegeek.com/boardgame/1329/hyle
4646,Tales & Games: The Grasshopper & the Ant,2.0,4.0,30.0,2015.0,"Set Collection, Stock Holding","Animals, Bluffing, Novel-based",Yoann Levet,https://boardgamegeek.com/boardgame/152851/tales-games-grasshopper-ant
4647,Upon a Fable,1.0,6.0,60.0,2013.0,"Card Drafting, Modular Board, Set Collection, Worker Placement","Abstract Strategy, Territory Building",Mark C. MacKinnon,https://boardgamegeek.com/boardgame/139032/upon-fable
4648,Ancient Battles Deluxe,2.0,2.0,60.0,2008.0,Hex-and-Counter,"Ancient, Medieval, Wargame",Mike Nagel,https://boardgamegeek.com/boardgame/36596/ancient-battles-deluxe
4649,WWE Raw Deal,2.0,8.0,15.0,2000.0,Hand Management,"Card Game, Collectible Components, Fighting","Mike Foley (I), Barron Vangor Toth",https://boardgamegeek.com/boardgame/18824/wwe-raw-deal
4650,Richthofen's War,1.0,6.0,60.0,1972.0,"Hex-and-Counter, Simultaneous Action Selection, Variable Player Powers","Aviation / Flight, Wargame, World War I",Randall C. Reed,https://boardgamegeek.com/boardgame/1711/richthofens-war
4651,Advanced Space Crusade,2.0,2.0,45.0,1990.0,"Dice Rolling, Modular Board, Tile Placement","Adventure, Fighting, Miniatures, Science Fiction","Simon Forrest, Jervis Johnson",https://boardgamegeek.com/boardgame/8630/advanced-space-crusade
4652,RRR,2.0,2.0,15.0,2010.0,"Area Control / Area Influence, Tile Placement","Abstract Strategy, Fantasy","Seiji Kanai, Hayato Kisaragi",https://boardgamegeek.com/boardgame/76203/rrr
4653,Dwarven Miner,2.0,4.0,30.0,2013.0,"Dice Rolling, Hand Management, Press Your Luck, Variable Player Powers",Fantasy,Mike Richie,https://boardgamegeek.com/boardgame/142401/dwarven-miner
4654,Pixel Glory,2.0,4.0,25.0,2014.0,"Auction/Bidding, Deck / Pool Building, Rock-Paper-Scissors","Card Game, Fantasy, Video Game Theme","Frank Alberts, Russell Ng",https://boardgamegeek.com/boardgame/150014/pixel-glory
4655,Kalimambo,3.0,7.0,30.0,2011.0,Simultaneous Action Selection,"Animals, Exploration",Antonio Scrittore,https://boardgamegeek.com/boardgame/108157/kalimambo
4656,"Cannes: Stars, Scripts and Screens",2.0,4.0,90.0,2002.0,"Modular Board, Route/Network Building, Tile Placement","Economic, Movies / TV / Radio theme","Jeroen Doumen, Herman Haverkort, Tamara Jannink, Joris Wiersinga",https://boardgamegeek.com/boardgame/4318/cannes-stars-scripts-and-screens
4657,Thingamajig,3.0,8.0,30.0,2003.0,none,"Electronic, Party Game, Word Game",Aaron Weissblum,https://boardgamegeek.com/boardgame/7576/thingamajig
4658,Crown of Roses,2.0,4.0,300.0,2012.0,"Campaign / Battle Card Driven, Dice Rolling, Secret Unit Deployment, Simulation","Medieval, Wargame",Stephen A. Cuyler,https://boardgamegeek.com/boardgame/36480/crown-roses
4659,Waterloo 200,1.0,3.0,120.0,2015.0,"Area Movement, Area-Impulse, Memory","Napoleonic, Wargame",Emanuele Santandrea,https://boardgamegeek.com/boardgame/169366/waterloo-200
4660,Wizards of the Wild: Deluxe Edition,2.0,4.0,30.0,2015.0,"Card Drafting, Dice Rolling","Card Game, Dice, Fantasy",Adam West,https://boardgamegeek.com/boardgame/174926/wizards-wild-deluxe-edition
4661,Quinamid,2.0,2.0,10.0,2007.0,"Memory, Pattern Building","Abstract Strategy, Memory",Antony Brown,https://boardgamegeek.com/boardgame/29952/quinamid
4662,Pocket Invaders,2.0,4.0,20.0,2016.0,"Grid Movement, Roll / Spin and Move","Abstract Strategy, Dice",Jose D. Flores,https://boardgamegeek.com/boardgame/181120/pocket-invaders
4663,Tigers in the Mist,2.0,2.0,300.0,1999.0,"Area Movement, Area-Impulse","Wargame, World War II",Ray Freeman,https://boardgamegeek.com/boardgame/4113/tigers-mist
4664,Hardback,2.0,4.0,90.0,2018.0,"Deck / Pool Building, Press Your Luck","Card Game, Word Game","Jeff Beck (II), Tim Fowers",https://boardgamegeek.com/boardgame/223750/hardback
4665,Epaminondas,2.0,2.0,60.0,1975.0,Grid Movement,Abstract Strategy,Robert Abbott,https://boardgamegeek.com/boardgame/7338/epaminondas
4666,Monikers: The Shut Up & Sit Down Nonsense Box,4.0,20.0,60.0,2017.0,"Acting, Card Drafting, Role Playing",Party Game,"Alex Hague, Justin Vickers",https://boardgamegeek.com/boardgame/221248/monikers-shut-sit-down-nonsense-box
4667,Schatz der Drachen,2.0,5.0,20.0,2003.0,"Memory, Set Collection","Card Game, Children's Game, Memory, Pirates",Reiner Knizia,https://boardgamegeek.com/boardgame/7483/schatz-der-drachen
4668,Empires in America (second edition),1.0,1.0,50.0,2016.0,"Action Point Allowance System, Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement","Age of Reason, American Indian Wars, Wargame",Joseph Miranda,https://boardgamegeek.com/boardgame/191790/empires-america-second-edition
4669,11.0,3.0,6.0,90.0,2011.0,"Auction/Bidding, Variable Phase Order, Variable Player Powers","Adventure, Deduction, Mythology",Marco Valtriani,https://boardgamegeek.com/boardgame/93194/011
4670,Fliegen klatschen,2.0,8.0,15.0,2004.0,Pattern Recognition,"Action / Dexterity, Animals, Card Game, Children's Game, Party Game",Christian Heuser,https://boardgamegeek.com/boardgame/10164/fliegen-klatschen
4671,Catchup,2.0,2.0,13.0,2010.0,"Area Control / Area Influence, Tile Placement","Abstract Strategy, Print & Play",Nick Bentley,https://boardgamegeek.com/boardgame/68199/catchup
4672,Heroica: Waldurk,2.0,3.0,15.0,2011.0,"Dice Rolling, Modular Board, Roll / Spin and Move","Adventure, Fantasy","Nicolas Assenbrunner, Cephas Howard, Thomas Robert Van der Heiden",https://boardgamegeek.com/boardgame/94733/heroica-waldurk
4673,Lost Legacy: Binbo Tantei to Inbo no Shiro,2.0,8.0,10.0,2014.0,"Hand Management, Memory, Player Elimination","Bluffing, Card Game, Deduction","Hisashi Hayashi, Seiji Kanai, Hayato Kisaragi",https://boardgamegeek.com/boardgame/160436/lost-legacy-binbo-tantei-inbo-no-shiro
4674,Commands & Colors Tricorne: The American Revolution,2.0,2.0,90.0,2017.0,"Campaign / Battle Card Driven, Dice Rolling, Hand Management, Hex-and-Counter, Modular Board","American Revolutionary War, Wargame",Richard Borg,https://boardgamegeek.com/boardgame/199182/commands-colors-tricorne-american-revolution
4675,Scharfe Schoten,3.0,4.0,30.0,2014.0,Trick-taking,Card Game,Arve D. Fühler,https://boardgamegeek.com/boardgame/153480/scharfe-schoten
4676,Island Fortress,2.0,4.0,90.0,2013.0,"Auction/Bidding, Pattern Building",Card Game,Bryan Johnson,https://boardgamegeek.com/boardgame/27574/island-fortress
4677,Shinobi Clans,3.0,5.0,60.0,2013.0,"Card Drafting, Secret Unit Deployment","Card Game, Deduction",Jürgen Mayer,https://boardgamegeek.com/boardgame/145086/shinobi-clans
4678,Crimson Skies,2.0,2.0,10.0,2003.0,"Action Point Allowance System, Dice Rolling, Role Playing, Variable Player Powers","Aviation / Flight, Fighting, Miniatures, Spies/Secret Agents","L. Ross Babcock, III, Jon Leitheusser, Jim Long, Matt Robinson, Jordan Weisman",https://boardgamegeek.com/boardgame/6551/crimson-skies
4679,Gangsters,2.0,5.0,120.0,1992.0,Action Point Allowance System,"Fighting, Mafia, Real-time","Don Greenwood, Gérard Mathieu",https://boardgamegeek.com/boardgame/1471/gangsters
4680,Pizza Box Baseball,2.0,6.0,30.0,2008.0,"Simulation, Simultaneous Action Selection",Sports,"Erik Smith, Scott Smith (I)",https://boardgamegeek.com/boardgame/28705/pizza-box-baseball
4681,Card City,1.0,4.0,30.0,2012.0,"Card Drafting, Tile Placement","Card Game, City Building, Economic, Territory Building",Alban Viard,https://boardgamegeek.com/boardgame/129710/card-city
4682,Tonkin: The Indochina war 1950-54 (second edition),2.0,2.0,1800.0,2012.0,"Action Point Allowance System, Hex-and-Counter","Vietnam War, Wargame",Kim Kanger,https://boardgamegeek.com/boardgame/70532/tonkin-indochina-war-1950-54-second-edition
4683,Pioneer Days,2.0,4.0,60.0,2017.0,"Card Drafting, Dice Rolling","American West, Dice","Matthew Dunstan, Chris Marling",https://boardgamegeek.com/boardgame/200057/pioneer-days
4684,18C2C: Manifest Destiny,2.0,6.0,600.0,2003.0,"Route/Network Building, Stock Holding, Tile Placement","Economic, Print & Play, Trains",Mark Frazier,https://boardgamegeek.com/boardgame/9132/18c2c-manifest-destiny
4685,Tesla vs. Edison: Duel,2.0,2.0,30.0,2017.0,"Area Control / Area Influence, Card Drafting, Commodity Speculation, Deck / Pool Building, Hand Management, Stock Holding, Variable Player Powers","Card Game, Economic, Industry / Manufacturing, Territory Building","JR Honeycutt, Dirk Knemeyer",https://boardgamegeek.com/boardgame/224125/tesla-vs-edison-duel
4686,Lion Rampant,2.0,2.0,0.0,2014.0,Dice Rolling,"Book, Medieval, Miniatures, Wargame",Daniel Mersey,https://boardgamegeek.com/boardgame/134524/lion-rampant
4687,Aladdin's Dragons,2.0,5.0,30.0,2009.0,"Auction/Bidding, Hand Management",Card Game,Richard Breese,https://boardgamegeek.com/boardgame/53103/aladdins-dragons
4688,Shadows in Kyoto,2.0,2.0,30.0,2017.0,"Grid Movement, Hand Management, Secret Unit Deployment, Variable Player Powers","Abstract Strategy, Bluffing, Deduction",Wei-Min Ling,https://boardgamegeek.com/boardgame/229741/shadows-kyoto
4689,Aerodrome,2.0,12.0,0.0,1994.0,Action / Movement Programming,"Aviation / Flight, Miniatures, Wargame, World War I","Stanley Kubiak, Winston J. Kubiak",https://boardgamegeek.com/boardgame/549/aerodrome
4690,Zitternix,2.0,4.0,10.0,2000.0,Dice Rolling,"Action / Dexterity, Children's Game",Heinz Meister,https://boardgamegeek.com/boardgame/9149/zitternix
4691,Mint Tin Pirates,2.0,2.0,5.0,2014.0,"Dice Rolling, Hand Management","Card Game, Dice, Pirates",David Rene Miller,https://boardgamegeek.com/boardgame/165346/mint-tin-pirates
4692,Sicily: The Race for Messina,2.0,2.0,1200.0,1981.0,"Hex-and-Counter, Simulation","Wargame, World War II",Dick Rustin,https://boardgamegeek.com/boardgame/8320/sicily-race-messina
4693,Lungarno,2.0,5.0,45.0,2008.0,Tile Placement,"City Building, Economic, Renaissance",Michele Mura,https://boardgamegeek.com/boardgame/35801/lungarno
4694,The Metagame,2.0,50.0,10.0,2011.0,none,"Card Game, Party Game","Colleen Macklin, John Sharp, Eric Zimmerman",https://boardgamegeek.com/boardgame/114991/metagame
4695,Morocco,2.0,5.0,45.0,2016.0,"Area Control / Area Influence, Tile Placement","Arabian, Territory Building","Ben Pinchback, Matt Riddle",https://boardgamegeek.com/boardgame/183150/morocco
4696,Saga,2.0,4.0,30.0,2004.0,"Area Control / Area Influence, Card Drafting, Hand Management, Set Collection, Take That","Card Game, Fighting, Medieval","Wolfgang Kramer, Horst-Rainer Rösner",https://boardgamegeek.com/boardgame/9202/saga
4697,Apples to Apples Kids,4.0,10.0,30.0,2001.0,Simultaneous Action Selection,"Card Game, Children's Game, Humor, Party Game, Word Game","Matthew Kirby, Mark Alan Osterhaus",https://boardgamegeek.com/boardgame/4991/apples-apples-kids
4698,GD '40,2.0,2.0,360.0,1993.0,Hex-and-Counter,"Wargame, World War II","Dean Essig, Wig Graves",https://boardgamegeek.com/boardgame/4201/gd-40
4699,King's Gold,2.0,6.0,15.0,2014.0,Dice Rolling,"Dice, Pirates",Stéphane Maurel,https://boardgamegeek.com/boardgame/161761/kings-gold
4700,König Salomons Schatzkammer,2.0,5.0,45.0,2005.0,none,"Adventure, Exploration",Alessandro Saragosa,https://boardgamegeek.com/boardgame/16177/konig-salomons-schatzkammer
4701,Los Mampfos,2.0,5.0,20.0,2006.0,Memory,"Animals, Children's Game, Memory","Rüdiger Dorn, Maja Dorn",https://boardgamegeek.com/boardgame/21854/los-mampfos
4702,Hold the Line:  Frederick's War,1.0,2.0,60.0,2013.0,"Action Point Allowance System, Dice Rolling, Hex-and-Counter, Modular Board, Simulation","Age of Reason, Wargame",Sean Chick,https://boardgamegeek.com/boardgame/136890/hold-line-fredericks-war
4703,Linkee,2.0,200.0,30.0,2012.0,none,"Party Game, Trivia",none,https://boardgamegeek.com/boardgame/147194/linkee
4704,Long Live the Queen,2.0,2.0,15.0,2014.0,"Dice Rolling, Tile Placement","Card Game, Dice, Medieval",none,https://boardgamegeek.com/boardgame/160419/long-live-queen
4705,Fuentes de Onoro 1811,2.0,0.0,240.0,2011.0,"Chit-Pull System, Hex-and-Counter","Napoleonic, Wargame",Frédéric Bey,https://boardgamegeek.com/boardgame/108430/fuentes-de-onoro-1811
4706,Bad Medicine,3.0,8.0,30.0,2015.0,"Partnerships, Storytelling, Voting","Card Game, Party Game",Gil Hova,https://boardgamegeek.com/boardgame/170825/bad-medicine
4707,SUTAKKU,1.0,12.0,15.0,2011.0,"Dice Rolling, Press Your Luck",Dice,Curt Covert,https://boardgamegeek.com/boardgame/101796/sutakku
4708,Monopoly Deal,2.0,3.0,15.0,2014.0,"Hand Management, Set Collection",Card Game,none,https://boardgamegeek.com/boardgame/164840/monopoly-deal
4709,"Treasure, Ready, Go!",2.0,4.0,15.0,2008.0,"Acting, Memory, Pattern Building, Press Your Luck","Action / Dexterity, Children's Game, Memory",Roberto Fraga,https://boardgamegeek.com/boardgame/35865/treasure-ready-go
4710,Throneworld,2.0,6.0,270.0,1997.0,"Hex-and-Counter, Variable Player Powers","Science Fiction, Space Exploration, Territory Building, Wargame",Thomas Lehmann,https://boardgamegeek.com/boardgame/2844/throneworld
4711,Aristeia!,2.0,2.0,90.0,2017.0,"Action Point Allowance System, Deck / Pool Building, Dice Rolling, Grid Movement, Hand Management, Variable Player Powers","Fighting, Miniatures, Science Fiction, Sports","Alberto Abal, Jesús Fuster, David Rosillo",https://boardgamegeek.com/boardgame/230889/aristeia
4712,Risk: Metal Gear Solid,3.0,5.0,120.0,2011.0,"Area Control / Area Influence, Area Movement, Dice Rolling, Set Collection","Territory Building, Video Game Theme, Wargame",none,https://boardgamegeek.com/boardgame/103469/risk-metal-gear-solid
4713,Objective: Kiev,2.0,2.0,45.0,2010.0,Hex-and-Counter,"Wargame, World War II",Frank Chadwick,https://boardgamegeek.com/boardgame/68250/objective-kiev
4714,Master Builder,2.0,4.0,60.0,2008.0,"Auction/Bidding, Set Collection","Economic, Medieval","Wolfgang Kramer, Hartmut Witt",https://boardgamegeek.com/boardgame/37738/master-builder
4715,Mixmo,2.0,6.0,15.0,2009.0,Tile Placement,"Party Game, Word Game","Julien Faubet, Sylvain Hatesse",https://boardgamegeek.com/boardgame/42105/mixmo
4716,Bar-Lev: The Yom-Kippur War of 1973,2.0,5.0,360.0,1974.0,"Dice Rolling, Hex-and-Counter","Modern Warfare, Wargame",John Hill (I),https://boardgamegeek.com/boardgame/7662/bar-lev-yom-kippur-war-1973
4717,El Paso,2.0,5.0,45.0,2009.0,"Betting/Wagering, Card Drafting, Dice Rolling, Press Your Luck",American West,Stefan Dorra,https://boardgamegeek.com/boardgame/56880/el-paso
4718,Strada Romana,2.0,5.0,45.0,2009.0,"Action Point Allowance System, Betting/Wagering, Pick-up and Deliver, Set Collection","Ancient, Transportation, Travel",Walter Obert,https://boardgamegeek.com/boardgame/38858/strada-romana
4719,Enemy Coast Ahead: The Doolittle Raid,1.0,2.0,360.0,2017.0,"Area Movement, Chit-Pull System, Dice Rolling, Simulation","Aviation / Flight, World War II",Jeremy White,https://boardgamegeek.com/boardgame/188390/enemy-coast-ahead-doolittle-raid
4720,Albion,2.0,4.0,60.0,2009.0,"Area Control / Area Influence, Worker Placement","Ancient, Territory Building",Klaus-Jürgen Wrede,https://boardgamegeek.com/boardgame/55911/albion
4721,Daimyo,2.0,4.0,60.0,2005.0,"Area Movement, Modular Board, Simultaneous Action Selection","Ancient, Wargame",Piero Cioni,https://boardgamegeek.com/boardgame/9346/daimyo
4722,Tier auf Tier: Das Duell,2.0,2.0,10.0,2008.0,none,"Action / Dexterity, Animals, Children's Game","Klaus Miltenberger, Udo Peise",https://boardgamegeek.com/boardgame/39210/tier-auf-tier-das-duell
4723,"Omertà, el poder de la mafia",2.0,5.0,90.0,2015.0,Area Control / Area Influence,"Card Game, Dice, Mafia",Rodrigo González,https://boardgamegeek.com/boardgame/161620/omerta-el-poder-de-la-mafia
4724,El Alamein,2.0,5.0,60.0,2010.0,"Card Drafting, Deck / Pool Building, Hand Management","Card Game, World War II",Atsuo Yoshizawa,https://boardgamegeek.com/boardgame/86167/el-alamein
4725,Anima: Shadow of Omega,2.0,5.0,60.0,2006.0,"Card Drafting, Dice Rolling, Hand Management","Adventure, Card Game, Fantasy",Anima Studio,https://boardgamegeek.com/boardgame/24935/anima-shadow-omega
4726,Hunt for the Ring,2.0,5.0,180.0,2018.0,"Dice Rolling, Point to Point Movement, Secret Unit Deployment, Variable Player Powers","Deduction, Dice, Fantasy, Fighting, Novel-based","Marco Maggi, Gabriele Mari, Francesco Nepitello",https://boardgamegeek.com/boardgame/216070/hunt-ring
4727,Port Royal Unterwegs!,2.0,4.0,30.0,2016.0,"Card Drafting, Press Your Luck, Set Collection","Card Game, Nautical, Pirates",Alexander Pfister,https://boardgamegeek.com/boardgame/193265/port-royal-unterwegs
4728,The Curse of the Black Dice,2.0,4.0,40.0,2015.0,"Co-operative Play, Dice Rolling, Set Collection","Adventure, Dice, Fighting, Nautical, Pirates",Alexander Lauck,https://boardgamegeek.com/boardgame/170437/curse-black-dice
4729,Swinging Jivecat Voodoo Lounge,2.0,5.0,60.0,2016.0,"Area Control / Area Influence, Hand Management, Pattern Building, Route/Network Building","Mature / Adult, Number, Territory Building",Seth Roback,https://boardgamegeek.com/boardgame/99655/swinging-jivecat-voodoo-lounge
4730,The Seven Days of 1809,2.0,4.0,480.0,2004.0,Hex-and-Counter,"Napoleonic, Wargame",Kevin Zucker,https://boardgamegeek.com/boardgame/11967/seven-days-1809
4731,Hop Hop Hooray!,2.0,4.0,15.0,2007.0,"Pattern Building, Pattern Recognition","Action / Dexterity, Animals, Children's Game",Heinz Meister,https://boardgamegeek.com/boardgame/29638/hop-hop-hooray
4732,Chain Of Command,2.0,2.0,120.0,2013.0,"Action Point Allowance System, Dice Rolling, Simulation, Variable Player Powers","Book, Miniatures, Wargame, World War II",Richard Clarke,https://boardgamegeek.com/boardgame/146922/chain-command
4733,Apples to Apples Junior,4.0,10.0,30.0,2002.0,"Hand Management, Simultaneous Action Selection","Card Game, Children's Game, Humor, Party Game, Word Game","Matthew Kirby, Mark Alan Osterhaus",https://boardgamegeek.com/boardgame/10681/apples-apples-junior
4734,Typhoon!,1.0,4.0,360.0,1995.0,"Hex-and-Counter, Simulation",Wargame,Vance von Borries,https://boardgamegeek.com/boardgame/6928/typhoon
4735,Hour of Glory: Stronghold Kit,2.0,4.0,60.0,2004.0,"Action Point Allowance System, Co-operative Play, Dice Rolling, Grid Movement, Time Track, Variable Player Powers","Miniatures, Print & Play, Spies/Secret Agents, Wargame, World War II","Richard Wolfrik Galland, Gav Tyler",https://boardgamegeek.com/boardgame/12622/hour-glory-stronghold-kit
4736,Star Fleet Battle Force,1.0,6.0,90.0,2001.0,none,"Card Game, Science Fiction, Wargame",Stephen V. Cole,https://boardgamegeek.com/boardgame/1901/star-fleet-battle-force
4737,Dungeon Guilds,3.0,6.0,20.0,2013.0,"Press Your Luck, Worker Placement","Card Game, Fantasy",Desnet Amane,https://boardgamegeek.com/boardgame/148975/dungeon-guilds
4738,Seeders from Sereis: Exodus,2.0,4.0,120.0,2017.0,Deck / Pool Building,"Science Fiction, Space Exploration",Serge Macasdar,https://boardgamegeek.com/boardgame/217099/seeders-sereis-exodus
4739,Cat Box,2.0,5.0,30.0,2015.0,Pattern Building,"Abstract Strategy, Animals, Card Game",Aza Chen,https://boardgamegeek.com/boardgame/176589/cat-box
4740,City Square Off,2.0,2.0,15.0,2011.0,Tile Placement,"City Building, Puzzle",Ted Cheatham,https://boardgamegeek.com/boardgame/91817/city-square
4741,Heroes Of The World,2.0,5.0,75.0,2008.0,"Area Control / Area Influence, Dice Rolling","Civilization, Political, Territory Building",Pascal Bernard,https://boardgamegeek.com/boardgame/39045/heroes-world
4742,South African Railroads,3.0,6.0,40.0,2011.0,"Auction/Bidding, Stock Holding","Economic, Trains, Transportation",John Bohrer,https://boardgamegeek.com/boardgame/97683/south-african-railroads
4743,Snatch,2.0,10.0,45.0,2001.0,"Pattern Building, Pattern Recognition",Word Game,(Uncredited),https://boardgamegeek.com/boardgame/9556/snatch
4744,Space Mission,2.0,5.0,45.0,2011.0,"Hand Management, Modular Board, Set Collection","Science Fiction, Space Exploration",Matt Worden,https://boardgamegeek.com/boardgame/105199/space-mission
4745,New England Railways,3.0,6.0,120.0,2000.0,"Auction/Bidding, Pick-up and Deliver","Economic, Trains","John Bohrer, Martin Wallace",https://boardgamegeek.com/boardgame/836/new-england-railways
4746,Sicily II,1.0,2.0,3000.0,2016.0,Hex-and-Counter,"Wargame, World War II",Dean Essig,https://boardgamegeek.com/boardgame/202942/sicily-ii
4747,ORC,2.0,2.0,10.0,2016.0,"Area Control / Area Influence, Hand Management, Set Collection","Card Game, Fantasy, Fighting",Chris Handy,https://boardgamegeek.com/boardgame/192830/orc
4748,La Grande Guerre 14-18,2.0,6.0,3600.0,1999.0,"Dice Rolling, Hex-and-Counter, Secret Unit Deployment, Simulation","Wargame, World War I","Bruno de Scorraille, Philippe Thibaut",https://boardgamegeek.com/boardgame/5410/la-grande-guerre-14-18
4749,Warhammer Quest: Shadows Over Hammerhal,2.0,5.0,120.0,2017.0,"Dice Rolling, Grid Movement, Modular Board, Role Playing","Adventure, Dice, Exploration, Fantasy, Fighting, Miniatures",none,https://boardgamegeek.com/boardgame/218933/warhammer-quest-shadows-over-hammerhal
4750,Train Heist,2.0,4.0,60.0,2013.0,"Action Point Allowance System, Co-operative Play, Grid Movement, Hand Management, Pick-up and Deliver, Trading, Variable Player Powers","American West, Trains",Sean Dallas McDonald,https://boardgamegeek.com/boardgame/146880/train-heist
4751,Ploy,2.0,4.0,60.0,1970.0,Grid Movement,Abstract Strategy,Frank Thibault,https://boardgamegeek.com/boardgame/1591/ploy
4752,Push Fight,2.0,2.0,15.0,2008.0,Area Movement,"Abstract Strategy, Fighting",Brett Picotte,https://boardgamegeek.com/boardgame/54221/push-fight
4753,Warlock,3.0,5.0,60.0,2013.0,"Auction/Bidding, Deck / Pool Building, Hand Management, Tile Placement",none,Fabrice Vandenbogaerde,https://boardgamegeek.com/boardgame/146943/warlock
4754,Arcane Legions,2.0,6.0,120.0,2009.0,"Action Point Allowance System, Dice Rolling, Variable Player Powers","Ancient, Collectible Components, Dice, Fantasy, Miniatures, Mythology, Wargame","Tyler Bielman, Jonathon Loucks, Ethan Pasternack, Jordan Weisman",https://boardgamegeek.com/boardgame/42713/arcane-legions
4755,Barcelona: The Rose of Fire,2.0,4.0,90.0,2016.0,"Area Control / Area Influence, Tile Placement",City Building,"Marco Maggi, Francesco Nepitello",https://boardgamegeek.com/boardgame/205078/barcelona-rose-fire
4756,Black Powder,2.0,0.0,0.0,2009.0,Dice Rolling,"Age of Reason, American Civil War, American Revolutionary War, Book, Miniatures, Napoleonic, Wargame","Jervis Johnson, Rick Priestley, John Stallard",https://boardgamegeek.com/boardgame/60815/black-powder
4757,Panzer Grenadier: 1940 ? The Fall of France,2.0,2.0,120.0,2009.0,"Dice Rolling, Hex-and-Counter, Modular Board, Secret Unit Deployment, Simulation","Wargame, World War II","Michael Bennighof, Philippe Leonard",https://boardgamegeek.com/boardgame/37383/panzer-grenadier-1940-fall-france
4758,Salamanca,2.0,5.0,80.0,2006.0,"Hand Management, Tile Placement",Medieval,Stefan Dorra,https://boardgamegeek.com/boardgame/25409/salamanca
4759,Fief 2,3.0,6.0,120.0,1989.0,"Area Movement, Voting","City Building, Economic, Medieval, Negotiation, Political","Philippe Mouchebeuf, Duccio Vitale",https://boardgamegeek.com/boardgame/1014/fief-2
4760,Wonky,2.0,99.0,15.0,2015.0,"Hand Management, Press Your Luck","Action / Dexterity, Card Game, Party Game",Forrest-Pruzan Creative,https://boardgamegeek.com/boardgame/179217/wonky
4761,Legions of Steel,2.0,5.0,180.0,1992.0,Modular Board,"Fighting, Miniatures, Science Fiction","Clark Browning, Marco Pecota, Derrick Villeneuve",https://boardgamegeek.com/boardgame/2091/legions-steel
4762,1955: The War of Espionage,2.0,2.0,45.0,2011.0,Hand Management,"Card Game, Spies/Secret Agents",Kevin G. Nunn,https://boardgamegeek.com/boardgame/83068/1955-war-espionage
4763,The Lord of the Rings: Combat Hex Tradeable Miniatures Game,2.0,2.0,60.0,2003.0,Action Point Allowance System,"Collectible Components, Fantasy, Miniatures, Movies / TV / Radio theme, Novel-based","David Freeman, Ryan Miller",https://boardgamegeek.com/boardgame/8139/lord-rings-combat-hex-tradeable-miniatures-game
4764,Minuscule,2.0,6.0,15.0,2014.0,"Betting/Wagering, Hand Management","Card Game, Racing, Sports",Lee Ju-Hwa,https://boardgamegeek.com/boardgame/158356/minuscule
4765,Medieval,3.0,5.0,120.0,2003.0,none,"Card Game, Medieval, Negotiation, Political, Religious, Territory Building, Wargame",Richard H. Berg,https://boardgamegeek.com/boardgame/7239/medieval
4766,Trötofant,2.0,4.0,10.0,2005.0,none,"Action / Dexterity, Animals, Children's Game",Roberto Fraga,https://boardgamegeek.com/boardgame/25537/trotofant
4767,Privacy,5.0,12.0,45.0,2004.0,Voting,"Mature / Adult, Party Game",Reinhard Staupe,https://boardgamegeek.com/boardgame/9354/privacy
