id,Last Name,First Name,Congress Number,Year at Start of Congress,State Code,Chamber of Congress,Congressional District,Party,Year First Elected,Gender,Size of House Delegation from Member's State,Race,Total Bills Sponsored,Total Bills with Action in Committee,Total Bills with Action Beyond Committee,Total Bills Passed Chamber,Total Bills Became Law,Picture
4239,Pocan,Mark,114.0,2015.0,WI,House of Representative,2.0,Democrat,2012.0,Male,8.0,Caucasian,19.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_wi_2_pocan_mark_200.jpg
4240,Poe,Ted,114.0,2015.0,TX,House of Representative,2.0,Republican,2004.0,Male,36.0,Caucasian,41.0,8.0,7.0,5.0,1.0,https://www.congress.gov/img/member/p000592_200.jpg
4241,Poliquin,Bruce,114.0,2015.0,ME,House of Representative,2.0,Republican,2014.0,Male,2.0,Caucasian,18.0,3.0,3.0,3.0,0.0,https://www.congress.gov/img/member/114_rp_me_2_poliquin_bruce_200.jpg
4242,Polis,Jared,114.0,2015.0,CO,House of Representative,2.0,Democrat,2008.0,Male,7.0,Caucasian,22.0,2.0,2.0,2.0,0.0,https://www.congress.gov/img/member/p000598_200.jpg
4243,Pompeo,Mike,114.0,2015.0,KS,House of Representative,4.0,Republican,2010.0,Male,4.0,Caucasian,23.0,3.0,5.0,5.0,0.0,https://www.congress.gov/img/member/p000602_200.jpg
4244,Portman,Rob,114.0,2015.0,OH,Senate,0.0,Republican,2010.0,Male,16.0,Caucasian,59.0,7.0,9.0,4.0,4.0,https://www.congress.gov/img/member/p000449_200.jpg
4245,Posey,Bill,114.0,2015.0,FL,House of Representative,8.0,Republican,2008.0,Male,27.0,Caucasian,16.0,3.0,4.0,3.0,1.0,https://www.congress.gov/img/member/114_rp_fl_8_posey_bill_200.jpg
4246,Price,David,114.0,2015.0,NC,House of Representative,4.0,Democrat,1996.0,Male,13.0,Caucasian,13.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_nc_4_price_david_200.jpg
4247,Price,Tom,114.0,2015.0,GA,House of Representative,6.0,Republican,2004.0,Male,14.0,Caucasian,18.0,1.0,3.0,3.0,1.0,https://www.congress.gov/img/member/p000591_200.jpg
4248,Quigley,Mike,114.0,2015.0,IL,House of Representative,5.0,Democrat,2009.0,Male,18.0,Caucasian,14.0,1.0,1.0,1.0,1.0,https://www.congress.gov/img/member/114_rp_il_5_quigley_mike_200.jpg
4249,Radewagen,Aumua,114.0,2015.0,AS,House of Representative,1.0,Republican,2014.0,Female,1.0,Asian-American,10.0,3.0,4.0,4.0,2.0,https://www.congress.gov/img/member/114_rp_as_0_radewagen_aumuaamata_200.jpg
4250,Rangel,Charles,114.0,2015.0,NY,House of Representative,13.0,Democrat,1970.0,Male,27.0,African-American,11.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/r000053_200.jpg
4251,Ratcliffe,John,114.0,2015.0,TX,House of Representative,4.0,Republican,2014.0,Male,36.0,Caucasian,14.0,8.0,8.0,7.0,1.0,https://www.congress.gov/img/member/114_rp_tx_4_ratcliffe_john_200.jpg
4252,Reed,Tom,114.0,2015.0,NY,House of Representative,23.0,Republican,2010.0,Male,27.0,Caucasian,27.0,1.0,1.0,1.0,1.0,https://www.congress.gov/img/member/114_rp_ny_23_reed_tom_200.jpg
4253,Reed,Jack,114.0,2015.0,RI,Senate,0.0,Democrat,1996.0,Male,2.0,Caucasian,36.0,1.0,0.0,0.0,0.0,https://www.congress.gov/img/member/r000122_200.jpg
4254,Reichert,David,114.0,2015.0,WA,House of Representative,8.0,Republican,2004.0,Male,10.0,Caucasian,27.0,4.0,5.0,1.0,1.0,https://www.congress.gov/img/member/r000578_200.jpg
4255,Reid,Harry,114.0,2015.0,NV,Senate,0.0,Democrat,1986.0,Male,4.0,Caucasian,17.0,3.0,1.0,1.0,0.0,https://www.congress.gov/img/member/r000146_200.jpg
4256,Renacci,James,114.0,2015.0,OH,House of Representative,16.0,Republican,2010.0,Male,16.0,Caucasian,18.0,2.0,2.0,2.0,0.0,https://www.congress.gov/img/member/114_rp_oh_16_renacci_james_200.jpg
4257,Ribble,Reid,114.0,2015.0,WI,House of Representative,8.0,Republican,2010.0,Male,8.0,Caucasian,10.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/r000587_200.jpg
4258,Rice,Kathleen,114.0,2015.0,NY,House of Representative,4.0,Democrat,1996.0,Female,27.0,Caucasian,10.0,2.0,2.0,2.0,0.0,https://www.congress.gov/img/member/114_rp_ny_4_rice_kathleen_200.jpg
4259,Rice,Tom,114.0,2015.0,SC,House of Representative,7.0,Republican,2012.0,Male,7.0,Caucasian,8.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_sc_7_rice_tom_200.jpg
4260,Richmond,Cedric,114.0,2015.0,LA,House of Representative,2.0,Democrat,2010.0,Male,6.0,African-American,14.0,4.0,4.0,4.0,2.0,https://www.congress.gov/img/member/114_rp_la_2_richmond_cedric_200.jpg
4261,Rigell,E.,114.0,2015.0,VA,House of Representative,2.0,Republican,2010.0,Male,11.0,Caucasian,4.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/r000589_200.jpg
4262,Risch,James,114.0,2015.0,ID,Senate,0.0,Republican,2008.0,Male,2.0,Caucasian,15.0,9.0,5.0,0.0,0.0,https://www.congress.gov/img/member/r000584_200.jpg
4263,Roberts,Pat,114.0,2015.0,KS,Senate,0.0,Republican,1996.0,Male,4.0,Caucasian,28.0,0.0,4.0,0.0,0.0,https://www.congress.gov/img/member/r000307_200.jpg
4264,Roby,Martha,114.0,2015.0,AL,House of Representative,2.0,Republican,2010.0,Female,7.0,Caucasian,6.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_al_2_roby_martha_200.jpg
4265,Roe,David,114.0,2015.0,TN,House of Representative,1.0,Republican,2008.0,Male,9.0,Caucasian,18.0,4.0,5.0,4.0,2.0,https://www.congress.gov/img/member/114_rp_tn_1_roe_david_200.jpg
4266,Rogers,Harold,114.0,2015.0,KY,House of Representative,5.0,Republican,1980.0,Male,6.0,Caucasian,3.0,0.0,2.0,2.0,1.0,https://www.congress.gov/img/member/r000395_200.jpg
4267,Rogers,Mike,114.0,2015.0,AL,House of Representative,3.0,Republican,2002.0,Male,7.0,Caucasian,4.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_al_3_rogers_mike_200.jpg
4268,Rohrabacher,Dana,114.0,2015.0,CA,House of Representative,48.0,Republican,1988.0,Male,53.0,Caucasian,13.0,2.0,1.0,0.0,0.0,https://www.congress.gov/img/member/r000409_200.jpg
4269,Rokita,Todd,114.0,2015.0,IN,House of Representative,4.0,Republican,2010.0,Male,9.0,Caucasian,12.0,2.0,2.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_in_4_rokita_todd_200.jpg
4270,Rooney,Thomas,114.0,2015.0,FL,House of Representative,17.0,Republican,2008.0,Male,27.0,Caucasian,12.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/r000583_200.jpg
4271,Ros-Lehtinen,Ileana,114.0,2015.0,FL,House of Representative,27.0,Republican,1989.0,Female,27.0,Latino/a,14.0,1.0,2.0,2.0,1.0,https://www.congress.gov/img/member/r000435_200.jpg
4272,Roskam,Peter,114.0,2015.0,IL,House of Representative,6.0,Republican,2006.0,Male,18.0,Caucasian,27.0,7.0,8.0,5.0,0.0,https://www.congress.gov/img/member/r000580_200.jpg
4273,Ross,Dennis,114.0,2015.0,FL,House of Representative,15.0,Republican,2010.0,Male,27.0,Caucasian,17.0,4.0,5.0,3.0,1.0,https://www.congress.gov/img/member/114_rp_fl_15_ross_dennis_200.jpg
4274,Rothfus,Keith,114.0,2015.0,PA,House of Representative,12.0,Republican,2012.0,Male,18.0,Caucasian,10.0,2.0,2.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_pa_12_rothfus_keith_200.jpg
4275,Rounds,Mike,114.0,2015.0,SD,Senate,0.0,Republican,2014.0,Male,1.0,Caucasian,23.0,2.0,0.0,0.0,0.0,https://www.congress.gov/img/member/r000605_200.jpg
4276,Rouzer,David,114.0,2015.0,NC,House of Representative,7.0,Republican,2014.0,Male,13.0,Caucasian,10.0,2.0,3.0,3.0,2.0,https://www.congress.gov/img/member/115_rp_nc_7_rouzer_david_200.jpg
4277,Roybal-Allard,Lucille,114.0,2015.0,CA,House of Representative,40.0,Democrat,1992.0,Female,53.0,Latino/a,9.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_ca_40_roybalallard_lucille_200.jpg
4278,Royce,Edward,114.0,2015.0,CA,House of Representative,39.0,Republican,1992.0,Male,53.0,Caucasian,28.0,12.0,15.0,10.0,3.0,https://www.congress.gov/img/member/r000487_200.jpg
4279,Rubio,Marco,114.0,2015.0,FL,Senate,0.0,Republican,2010.0,Male,27.0,Latino/a,53.0,9.0,7.0,2.0,2.0,https://www.congress.gov/img/member/r000595_200.jpg
4280,Ruiz,Raul,114.0,2015.0,CA,House of Representative,36.0,Democrat,2012.0,Male,53.0,Latino/a,22.0,4.0,2.0,2.0,0.0,https://www.congress.gov/img/member/114_rp_ca_36_ruiz_raul_200.jpg
4281,Ruppersberger,C.,114.0,2015.0,MD,House of Representative,2.0,Democrat,2002.0,Male,8.0,Caucasian,4.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_md_2_ruppersberger_c_200.jpg
4282,Rush,Bobby,114.0,2015.0,IL,House of Representative,1.0,Democrat,1992.0,Male,18.0,African-American,19.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_il_1_rush_bobby_200.jpg
4283,Russell,Steve,114.0,2015.0,OK,House of Representative,5.0,Republican,2014.0,Male,5.0,Caucasian,16.0,6.0,5.0,5.0,2.0,https://www.congress.gov/img/member/r000604_200.jpg
4284,Ryan,Tim,114.0,2015.0,OH,House of Representative,13.0,Democrat,2002.0,Male,16.0,Caucasian,21.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_oh_13_ryan_tim_200.jpg
4285,Ryan,Paul,114.0,2015.0,WI,House of Representative,1.0,Republican,1998.0,Male,8.0,Caucasian,8.0,3.0,4.0,2.0,1.0,https://www.congress.gov/img/member/r000570_200.jpg
4286,Sablan,Gregorio,114.0,2015.0,MP,House of Representative,1.0,Democrat,2008.0,Male,1.0,"Latino/a, Asian-American",12.0,2.0,2.0,2.0,1.0,https://www.congress.gov/img/member/114_dg_mp_sablan_gregorio_200.jpg
4287,Salmon,Matt,114.0,2015.0,AZ,House of Representative,5.0,Republican,2012.0,Male,9.0,Caucasian,56.0,2.0,1.0,1.0,0.0,https://www.congress.gov/img/member/s000018_200.jpg
4288,Sanchez,Linda,114.0,2015.0,CA,House of Representative,38.0,Democrat,2002.0,Female,53.0,Latino/a,11.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_ca_38_snchez_linda_200.jpg
4289,Sanchez,Loretta,114.0,2015.0,CA,House of Representative,46.0,Democrat,1996.0,Female,53.0,Latino/a,5.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/s000030_200.jpg
4290,Sanders,Bernard,114.0,2015.0,VT,Senate,0.0,Independent,2006.0,Male,1.0,Caucasian,29.0,1.0,0.0,0.0,0.0,https://www.congress.gov/img/member/s000033_200.jpg
4291,Sanford,Mark,114.0,2015.0,SC,House of Representative,1.0,Republican,2012.0,Male,7.0,Caucasian,10.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/s000051_200.jpg
4292,Sarbanes,John,114.0,2015.0,MD,House of Representative,3.0,Democrat,2006.0,Male,8.0,Caucasian,7.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_md_3_sarbanes_john_200.jpg
4293,Sasse,Ben,114.0,2015.0,NE,Senate,0.0,Republican,2014.0,Male,3.0,Caucasian,9.0,2.0,2.0,0.0,0.0,https://www.congress.gov/img/member/s001197_200.jpg
4294,Scalise,Steve,114.0,2015.0,LA,House of Representative,1.0,Republican,2008.0,Male,6.0,Caucasian,5.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_la_1_scalise_steve_200.jpg
4295,Schakowsky,Janice,114.0,2015.0,IL,House of Representative,9.0,Democrat,1998.0,Female,18.0,Caucasian,28.0,1.0,1.0,1.0,1.0,https://www.congress.gov/img/member/114_rp_il_9_schakowsky_janice_200.jpg
4296,Schatz,Brian,114.0,2015.0,HI,Senate,0.0,Democrat,2012.0,Male,2.0,Caucasian,29.0,6.0,4.0,2.0,1.0,https://www.congress.gov/img/member/s001194_200.jpg
4297,Schiff,Adam,114.0,2015.0,CA,House of Representative,28.0,Democrat,2000.0,Male,53.0,Caucasian,6.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/115_rp_ca_28_schiff_adam_200.jpg
4298,Schock,Aaron,114.0,2015.0,IL,House of Representative,18.0,Republican,2008.0,Male,18.0,Caucasian,4.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/s001179_200.jpg
4299,Schrader,Kurt,114.0,2015.0,OR,House of Representative,5.0,Democrat,2008.0,Male,5.0,Caucasian,11.0,2.0,2.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_or_5_schrader_kurt_200.jpg
4300,Schumer,Charles,114.0,2015.0,NY,Senate,0.0,Democrat,1998.0,Male,27.0,Latino/a,51.0,1.0,2.0,2.0,1.0,https://www.congress.gov/img/member/s000148_200.jpg
4301,Schweikert,David,114.0,2015.0,AZ,House of Representative,6.0,Republican,2010.0,Male,9.0,Caucasian,21.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_az_6_schweikert_david_200.jpg
4302,Scott,David,114.0,2015.0,GA,House of Representative,13.0,Democrat,2002.0,Male,14.0,African-American,5.0,2.0,2.0,2.0,2.0,https://www.congress.gov/img/member/114_rp_ga_13_scott_david_200.jpg
4303,Scott,Robert,114.0,2015.0,VA,House of Representative,3.0,Democrat,1992.0,Male,11.0,"African-American, Asian-American",19.0,0.0,1.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_va_3_scott_robert_200.jpg
4304,Scott,Austin,114.0,2015.0,GA,House of Representative,8.0,Republican,2010.0,Male,14.0,Caucasian,9.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_ga_8_scott_austin_200.jpg
4305,Scott,Tim,114.0,2015.0,SC,Senate,0.0,Republican,2013.0,Male,7.0,African-American,15.0,3.0,1.0,1.0,0.0,https://www.congress.gov/img/member/s001184_200.jpg
4306,Sensenbrenner,F.,114.0,2015.0,WI,House of Representative,5.0,Republican,1978.0,Male,8.0,Caucasian,36.0,7.0,7.0,3.0,2.0,https://www.congress.gov/img/member/s000244_200.jpg
4307,Serrano,Jose,114.0,2015.0,NY,House of Representative,15.0,Democrat,1990.0,Male,27.0,Latino/a,17.0,2.0,2.0,2.0,2.0,https://www.congress.gov/img/member/114_rp_ny_15_serrano_jos_200.jpg
4308,Sessions,Pete,114.0,2015.0,TX,House of Representative,32.0,Republican,1996.0,Male,36.0,Caucasian,12.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_tx_32_sessions_pete_200.jpg
4309,Sessions,Jeff,114.0,2015.0,AL,Senate,0.0,Republican,1996.0,Male,7.0,Caucasian,6.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/s001141_200.jpg
4310,Sewell,Terri,114.0,2015.0,AL,House of Representative,7.0,Democrat,2010.0,Female,7.0,African-American,7.0,1.0,2.0,2.0,2.0,https://www.congress.gov/img/member/114_rp_al_7_sewell_terri_200.jpg
4311,Shaheen,Jeanne,114.0,2015.0,NH,Senate,0.0,Democrat,2008.0,Female,2.0,Caucasian,67.0,18.0,9.0,0.0,0.0,https://www.congress.gov/img/member/s001181_200.jpg
4312,Shelby,Richard,114.0,2015.0,AL,Senate,0.0,Republican,1986.0,Male,7.0,Caucasian,5.0,1.0,3.0,0.0,0.0,https://www.congress.gov/img/member/s000320_200.jpg
4313,Sherman,Brad,114.0,2015.0,CA,House of Representative,30.0,Democrat,1996.0,Male,53.0,Caucasian,8.0,2.0,2.0,0.0,0.0,https://www.congress.gov/img/member/s000344_200.jpg
4314,Shimkus,John,114.0,2015.0,IL,House of Representative,15.0,Republican,1996.0,Male,18.0,Caucasian,14.0,3.0,3.0,3.0,2.0,https://www.congress.gov/img/member/114_rp_il_15_shimkus_john_200.jpg
4315,Shuster,Bill,114.0,2015.0,PA,House of Representative,9.0,Republican,2001.0,Male,18.0,Caucasian,15.0,7.0,13.0,11.0,6.0,https://www.congress.gov/img/member/s001154_200.jpg
4316,Simpson,Michael,114.0,2015.0,ID,House of Representative,2.0,Republican,1998.0,Male,2.0,Caucasian,12.0,2.0,4.0,3.0,3.0,https://www.congress.gov/img/member/114_rp_id_2_simpson_michael_200.jpg
4317,Sinema,Kyrsten,114.0,2015.0,AZ,House of Representative,9.0,Democrat,2012.0,Female,9.0,Caucasian,11.0,4.0,3.0,3.0,0.0,https://www.congress.gov/img/member/s001191_200.jpg
4318,Sires,Albio,114.0,2015.0,NJ,House of Representative,8.0,Democrat,2006.0,Male,12.0,Latino/a,9.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_nj_8_sires_albio_200.jpg
4319,Slaughter,Louise,114.0,2015.0,NY,House of Representative,25.0,Democrat,1986.0,Female,27.0,Caucasian,13.0,1.0,1.0,1.0,1.0,https://www.congress.gov/img/member/s000480_200.jpg
4320,Smith,Adam,114.0,2015.0,WA,House of Representative,9.0,Democrat,1996.0,Male,10.0,Caucasian,11.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_wa_9_smith_adam_200.jpg
4321,Smith,Adrian,114.0,2015.0,NE,House of Representative,3.0,Republican,2006.0,Male,3.0,Caucasian,10.0,2.0,2.0,2.0,0.0,https://www.congress.gov/img/member/114_rp_ne_3_smith_adrian_200.jpg
4322,Smith,Christopher,114.0,2015.0,NJ,House of Representative,4.0,Republican,1980.0,Male,12.0,Caucasian,36.0,8.0,9.0,8.0,4.0,https://www.congress.gov/img/member/s000522_200.jpg
4323,Smith,Jason,114.0,2015.0,MO,House of Representative,8.0,Republican,2012.0,Male,8.0,Caucasian,10.0,4.0,4.0,3.0,0.0,https://www.congress.gov/img/member/114_rp_mo_8_smith_jason_200.jpg
4324,Smith,Lamar,114.0,2015.0,TX,House of Representative,21.0,Republican,1986.0,Male,36.0,Caucasian,14.0,9.0,11.0,8.0,3.0,https://www.congress.gov/img/member/s000583_200.jpg
4325,Speier,Jackie,114.0,2015.0,CA,House of Representative,14.0,Democrat,2008.0,Female,53.0,Caucasian,29.0,0.0,1.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_ca_14_speier_jackie_200.jpg
4326,Stabenow,Debbie,114.0,2015.0,MI,Senate,0.0,Democrat,2000.0,Female,14.0,Caucasian,28.0,2.0,1.0,0.0,0.0,https://www.congress.gov/img/member/s000770_200.jpg
4327,Stefanik,Elise,114.0,2015.0,NY,House of Representative,21.0,Republican,2014.0,Female,27.0,Caucasian,11.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_ny_21_stefanik_elise_200.jpg
4328,Stewart,Chris,114.0,2015.0,UT,House of Representative,2.0,Republican,2012.0,Male,4.0,Caucasian,14.0,3.0,3.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_ut_2_stewart_chris_200.jpg
4329,Stivers,Steve,114.0,2015.0,OH,House of Representative,15.0,Republican,2010.0,Male,16.0,Caucasian,17.0,4.0,3.0,2.0,0.0,https://www.congress.gov/img/member/114_rp_oh_15_stivers_steve_200.jpg
4330,Stutzman,Marlin,114.0,2015.0,IN,House of Representative,3.0,Republican,2010.0,Male,9.0,Caucasian,5.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/s001188_200.jpg
4331,Sullivan,Daniel,114.0,2015.0,AK,Senate,0.0,Republican,2014.0,Male,1.0,Caucasian,25.0,8.0,7.0,3.0,1.0,https://www.congress.gov/img/member/s001198_200.jpg
4332,Swalwell,Eric,114.0,2015.0,CA,House of Representative,15.0,Democrat,2012.0,Male,53.0,Caucasian,9.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_ca_15_swalwell_eric_200.jpg
4333,Takai,Mark,114.0,2015.0,HI,House of Representative,1.0,Democrat,2014.0,Male,2.0,Asian-American,7.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/t000473_200.jpg
4334,Takano,Mark,114.0,2015.0,CA,House of Representative,41.0,Democrat,2012.0,Male,53.0,Asian-American,24.0,5.0,2.0,2.0,0.0,https://www.congress.gov/img/member/114_rp_ca_41_takano_mark_200.jpg
4335,Tester,Jon,114.0,2015.0,MT,Senate,0.0,Democrat,2006.0,Male,1.0,Caucasian,57.0,24.0,8.0,4.0,2.0,https://www.congress.gov/img/member/t000464_200.jpg
4336,Thompson,Mike,114.0,2015.0,CA,House of Representative,5.0,Democrat,1998.0,Male,53.0,Caucasian,14.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_ca_5_thompson_mike_200.jpg
4337,Thompson,Bennie,114.0,2015.0,MS,House of Representative,2.0,Democrat,1993.0,Male,4.0,African-American,15.0,6.0,6.0,6.0,0.0,https://www.congress.gov/img/member/t000193_200.jpg
4338,Thompson,Glenn,114.0,2015.0,PA,House of Representative,5.0,Republican,2008.0,Male,18.0,Caucasian,12.0,5.0,5.0,5.0,1.0,https://www.congress.gov/img/member/114_rp_pa_5_thompson_glenn_200.jpg
4339,Thornberry,Mac,114.0,2015.0,TX,House of Representative,13.0,Republican,1994.0,Male,36.0,Caucasian,11.0,3.0,3.0,3.0,0.0,https://www.congress.gov/img/member/114_rp_tx_13_thornberry_mac_200.jpg
4340,Thune,John,114.0,2015.0,SD,Senate,0.0,Republican,2004.0,Male,1.0,Caucasian,58.0,27.0,23.0,8.0,3.0,https://www.congress.gov/img/member/t000250_200.jpg
4341,Tiberi,Patrick,114.0,2015.0,OH,House of Representative,12.0,Republican,2000.0,Male,16.0,Caucasian,23.0,8.0,9.0,5.0,2.0,https://www.congress.gov/img/member/t000462_200.jpg
4342,Tillis,Thom,114.0,2015.0,NC,Senate,0.0,Republican,2014.0,Male,13.0,Caucasian,7.0,0.0,1.0,1.0,1.0,https://www.congress.gov/img/member/t000476_200.jpg
4343,Tipton,Scott,114.0,2015.0,CO,House of Representative,3.0,Republican,2010.0,Male,7.0,Caucasian,14.0,3.0,3.0,2.0,0.0,https://www.congress.gov/img/member/114_rp_co_3_tipton_scott_200.jpg
4344,Titus,Dina,114.0,2015.0,NV,House of Representative,1.0,Democrat,2012.0,Female,4.0,Caucasian,23.0,3.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_nv_1_titus_dina_200.jpg
4345,Tonko,Paul,114.0,2015.0,NY,House of Representative,20.0,Democrat,2008.0,Male,27.0,Caucasian,12.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_ny_20_tonko_paul_200.jpg
4346,Toomey,Patrick,114.0,2015.0,PA,Senate,0.0,Republican,2010.0,Male,18.0,Caucasian,35.0,8.0,5.0,3.0,1.0,https://www.congress.gov/img/member/t000461_200.jpg
4347,Torres,Norma,114.0,2015.0,CA,House of Representative,35.0,Democrat,2014.0,Female,53.0,Latino/a,7.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_ca_35_torres_norma_200.jpg
4348,Trott,Dave,114.0,2015.0,MI,House of Representative,11.0,Republican,2014.0,Male,14.0,Caucasian,6.0,2.0,2.0,2.0,0.0,https://www.congress.gov/img/member/t000475_200.jpg
4349,Tsongas,Niki,114.0,2015.0,MA,House of Representative,3.0,Democrat,2007.0,Female,9.0,Caucasian,6.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/t000465_200.jpg
4350,Turner,Michael,114.0,2015.0,OH,House of Representative,10.0,Republican,2002.0,Male,16.0,Caucasian,17.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_oh_10_turner_michael_200.jpg
4351,Udall,Tom,114.0,2015.0,NM,Senate,0.0,Democrat,2008.0,Male,3.0,Caucasian,44.0,12.0,6.0,2.0,2.0,https://www.congress.gov/img/member/u000039_200.jpg
4352,Upton,Fred,114.0,2015.0,MI,House of Representative,6.0,Republican,1986.0,Male,14.0,Caucasian,9.0,3.0,4.0,3.0,1.0,https://www.congress.gov/img/member/114_rp_mi_6_upton_fred_200.jpg
4353,Valadao,David,114.0,2015.0,CA,House of Representative,21.0,Republican,2012.0,Male,53.0,Caucasian,7.0,4.0,3.0,2.0,0.0,https://www.congress.gov/img/member/114_rp_ca_21_valadao_david_200.jpg
4354,Van Hollen,Chris,114.0,2015.0,MD,House of Representative,8.0,Democrat,2002.0,Male,8.0,Caucasian,15.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/v000128_200.jpg
4355,Vargas,Juan,114.0,2015.0,CA,House of Representative,51.0,Democrat,2012.0,Male,53.0,Latino/a,12.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_ca_51_vargas_juan_200.jpg
4356,Veasey,Marc,114.0,2015.0,TX,House of Representative,33.0,Democrat,2012.0,Male,36.0,African-American,28.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_tx_33_veasey_marc_200.jpg
4357,Vela,Filemon,114.0,2015.0,TX,House of Representative,34.0,Democrat,2012.0,Male,36.0,Latino/a,2.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_tx_34_vela_filemon_200.jpg
4358,Velazquez,Nydia,114.0,2015.0,NY,House of Representative,7.0,Democrat,1992.0,Female,27.0,Latino/a,18.0,3.0,4.0,3.0,1.0,https://www.congress.gov/img/member/114_rp_ny_7_velzquez_nydia_200.jpg
4359,Visclosky,Peter,114.0,2015.0,IN,House of Representative,1.0,Democrat,1984.0,Male,9.0,Caucasian,4.0,1.0,1.0,1.0,1.0,https://www.congress.gov/img/member/v000108_200.jpg
4360,Vitter,David,114.0,2015.0,LA,Senate,0.0,Republican,2004.0,Male,6.0,Caucasian,123.0,19.0,15.0,2.0,2.0,https://www.congress.gov/img/member/v000127_200.jpg
4361,Wagner,Ann,114.0,2015.0,MO,House of Representative,2.0,Republican,2012.0,Female,8.0,Caucasian,13.0,7.0,7.0,7.0,3.0,https://www.congress.gov/img/member/114_rp_mo_2_wagner_ann_200.jpg
4362,Walberg,Timothy,114.0,2015.0,MI,House of Representative,7.0,Republican,2010.0,Male,14.0,Caucasian,25.0,9.0,6.0,4.0,0.0,https://www.congress.gov/img/member/114_rp_mi_7_walberg_tim_200.jpg
4363,Walden,Greg,114.0,2015.0,OR,House of Representative,2.0,Republican,1998.0,Male,5.0,Caucasian,11.0,5.0,5.0,5.0,1.0,https://www.congress.gov/img/member/114_rp_or_2_walden_greg_200.jpg
4364,Walker,Mark,114.0,2015.0,NC,House of Representative,6.0,Republican,2014.0,Male,13.0,Caucasian,12.0,2.0,3.0,2.0,0.0,https://www.congress.gov/img/member/114_rp_nc_6_walker_mark_200.jpg
4365,Walorski,Jackie,114.0,2015.0,IN,House of Representative,2.0,Republican,2012.0,Female,9.0,Caucasian,14.0,4.0,2.0,2.0,1.0,https://www.congress.gov/img/member/114_rp_in_2_walorski_jackie_200.jpg
4366,Walters,Mimi,114.0,2015.0,CA,House of Representative,45.0,Republican,2014.0,Female,53.0,Caucasian,7.0,3.0,3.0,2.0,1.0,https://www.congress.gov/img/member/w000820_200.jpg
4367,Walz,Timothy,114.0,2015.0,MN,House of Representative,1.0,Democrat,2006.0,Male,8.0,Caucasian,6.0,2.0,2.0,2.0,1.0,https://www.congress.gov/img/member/w000799_200.jpg
